area_id,source_id,source_name,statistics_code,provider_statistic_id_or_tstat,statsDataId,census_year,cdTime,prefecture_name,prefecture_code,municipality_code,municipality_name,municipality_type,area_dimension_source,area_code_confirmed,included_in_target_scope,is_special_ward,is_designated_city_ward,is_city,is_town,is_village,expected_join_key_to_N03,join_key_status,leading_zero_required,normalization_needed,notes
AC_0079,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12103,千葉市稲毛区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,12103,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0080,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12104,千葉市若葉区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,12104,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0081,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12105,千葉市緑区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,12105,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0082,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12106,千葉市美浜区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,12106,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0083,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12202,銚子市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12202,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0084,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12203,市川市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12203,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0085,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12204,船橋市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12204,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0086,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12205,館山市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12205,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0087,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12206,木更津市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12206,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0088,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12207,松戸市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12207,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0089,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12208,野田市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12208,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0090,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12210,茂原市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12210,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0091,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12211,成田市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12211,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0092,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12212,佐倉市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12212,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0093,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12213,東金市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12213,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0094,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12215,旭市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12215,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0095,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12216,習志野市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12216,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0096,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12217,柏市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12217,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0097,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12218,勝浦市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12218,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0098,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12219,市原市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12219,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0099,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12220,流山市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12220,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0100,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12221,八千代市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12221,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0101,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12222,我孫子市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12222,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0102,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12223,鴨川市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12223,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0103,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12224,鎌ケ谷市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12224,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0104,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12225,君津市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12225,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0105,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12226,富津市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12226,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0106,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12227,浦安市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12227,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0107,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12228,四街道市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12228,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0108,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12229,袖ケ浦市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12229,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0109,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12230,八街市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12230,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0110,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12231,印西市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12231,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0111,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12232,白井市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12232,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0112,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12233,富里市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12233,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0113,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12234,南房総市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12234,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0114,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12235,匝瑳市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12235,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0115,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12236,香取市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12236,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0116,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12237,山武市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12237,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0117,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12238,いすみ市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12238,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0118,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12239,大網白里市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,12239,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0119,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12322,酒々井町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12322,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0120,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12329,栄町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12329,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0121,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12342,神崎町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12342,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0122,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12347,多古町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12347,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0123,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12349,東庄町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12349,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0124,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12403,九十九里町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12403,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0125,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12409,芝山町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12409,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0126,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12410,横芝光町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12410,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0127,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12421,一宮町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12421,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0128,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12422,睦沢町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12422,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0129,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12423,長生村,village,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,false,true,12423,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0130,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12424,白子町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12424,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0131,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12426,長柄町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12426,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0132,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12427,長南町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12427,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0133,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12441,大多喜町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12441,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0134,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12443,御宿町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12443,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0135,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12463,鋸南町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,12463,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0136,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13000,東京都,prefecture_total,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,no,false,false,false,false,false,13000,not_applicable,no,no,prefecture total row; not a municipality; excluded from target
AC_0137,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13100,特別区部,special_wards_aggregate,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,no,false,false,false,false,false,13100,not_applicable,no,no,Tokyo special-wards aggregate (tokubetsu-ku-bu); excluded to avoid double count; use the 23 special wards
AC_0138,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13101,千代田区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13101,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0139,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13102,中央区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13102,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0140,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13103,港区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13103,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0141,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13104,新宿区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13104,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0142,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13105,文京区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13105,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0143,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13106,台東区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13106,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0144,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13107,墨田区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13107,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0145,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13108,江東区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13108,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0146,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13109,品川区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13109,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0147,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13110,目黒区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13110,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0148,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13111,大田区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13111,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0149,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13112,世田谷区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13112,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0150,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13113,渋谷区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13113,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0151,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13114,中野区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13114,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0152,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13115,杉並区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13115,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0153,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13116,豊島区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13116,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0154,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13117,北区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13117,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0155,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13118,荒川区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13118,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0156,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13119,板橋区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13119,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0157,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Tokyo,13,13120,練馬区,special_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,true,false,false,false,false,13120,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
